College,Player,Team,Position,Conference
Maryland,Sean Davis,Pittsburgh Steelers,Safety,Big Ten
Maryland,Stefon Diggs,Buffalo Bills,Wide Receiver,Big Ten
Maryland,Trey Edmunds,Pittsburgh Steelers,Running Back,Big Ten
Maryland,Tino Ellis,Miami Dolphins,Cornerback,Big Ten
Maryland,Derwin Gray,Jacksonville Jaguars,Offensive Tackle,Big Ten
Maryland,J.C. Jackson,New England Patriots,Cornerback,Big Ten
Maryland,Ty Johnson,New York Jets,Running Back,Big Ten
Maryland,Keandre Jones,Cincinnati Bengals,Linebacker,Big Ten
Maryland,Javon Leake,Washington null,Running Back,Big Ten
Maryland,Tyler Mabry,Seattle Seahawks,Tight End,Big Ten
Maryland,Anthony McFarland Jr.,Pittsburgh Steelers,Running Back,Big Ten
Maryland,DJ Moore,Carolina Panthers,Wide Receiver,Big Ten
Maryland,Yannick Ngakoue,Las Vegas Raiders,Defensive End,Big Ten
Maryland,Damian Prince,Pittsburgh Steelers,Offensive Tackle,Big Ten
Maryland,Darnell Savage,Green Bay Packers,Safety,Big Ten
Maryland,Tre Watson,Miami Dolphins,Linebacker,Big Ten
Maryland,Josh Woods,Chicago Bears,Linebacker,Big Ten
McKendree,Matthew Cole,San Francisco 49ers,Wide Receiver,
McNeese,BJ Blunt,Washington null,Linebacker,
McNeese,Diontae Spencer,Denver Broncos,Wide Receiver,
Memphis,Genard Avery,Philadelphia Eagles,Defensive End,
Memphis,Chris Claybrooks,Jacksonville Jaguars,Cornerback,
Memphis,Jordan Devey,Buffalo Bills,Guard,
Memphis,Jake Elliott,Philadelphia Eagles,Place kicker,
Memphis,Antonio Gibson,Washington null,Running Back,
Memphis,Stephen Gostkowski,Tennessee Titans,Place kicker,
Memphis,Bryce Huff,New York Jets,Defensive End,
Memphis,Arthur Maulet,New York Jets,Cornerback,
Memphis,Bobby McCain,Miami Dolphins,Safety,
Memphis,Wynton McManis,New Orleans Saints,Linebacker,
Memphis,Anthony Miller,Chicago Bears,Wide Receiver,
Memphis,Tony Pollard,Dallas Cowboys,Running Back,
Miami,Michael Badgley,Los Angeles Chargers,Place kicker,ACC
Miami,Braxton Berrios,New York Jets,Wide Receiver,ACC
Miami,Deon Bush,Chicago Bears,Safety,ACC
Miami,Calais Campbell,Baltimore Ravens,Defensive End,ACC
Miami,Jamal Carter,Arizona Cardinals,Linebacker,ACC
Miami,Anthony Chickillo,Denver Broncos,Linebacker,ACC
Miami,Adrian Colbert,New York Giants,Safety,ACC
Miami,DeeJay Dallas,Seattle Seahawks,Running Back,ACC
Miami,Jhavonte Dean,Pittsburgh Steelers,Cornerback,ACC
Miami,Phillip Dorsett II,Jacksonville Jaguars,Wide Receiver,ACC
Miami,Corn Elder,Carolina Panthers,Cornerback,ACC
Miami,Jon Feliciano,Buffalo Bills,Guard,ACC
Miami,Ereck Flowers,Miami Dolphins,Offensive Tackle,ACC
Miami,Jonathan Garvin,Green Bay Packers,Linebacker,ACC
Miami,Tyler Gauthier,Miami Dolphins,Center,ACC
Miami,Jimmy Graham,Chicago Bears,Tight End,ACC
Miami,Trayone Gray,Cleveland Browns,Running Back,ACC
Miami,Trent Harris,New York Giants,Linebacker,ACC
Miami,Chris Herndon,New York Jets,Tight End,ACC
Miami,Danny Isidora,Pittsburgh Steelers,Guard,ACC
Miami,Michael Jackson,New England Patriots,Cornerback,ACC
Miami,Joe Jackson,Cleveland Browns,Defensive End,ACC
Miami,Rayshawn Jenkins,Jacksonville Jaguars,Safety,ACC
Miami,Jaquan Johnson,Buffalo Bills,Safety,ACC
Miami,KC McDermott,Jacksonville Jaguars,Offensive Tackle,ACC
Miami,RJ McIntosh,New York Giants,Defensive Tackle,ACC
Miami,Lamar Miller,Washington null,Running Back,ACC
Miami,Al-Quadin Muhammad,Indianapolis Colts,Defensive End,ACC
Miami,David Njoku,Cleveland Browns,Tight End,ACC
Miami,Kendrick Norton,Miami Dolphins,Defensive Tackle,ACC
Miami,Pat O'Donnell,Chicago Bears,Punter,ACC
Miami,Tito Odenigbo,Minnesota Vikings,Defensive Tackle,ACC
Miami,K.J. Osborn,Minnesota Vikings,Wide Receiver,ACC
Miami,Denzel Perryman,Carolina Panthers,Linebacker,ACC
Miami,Shaquille Quarterman,Jacksonville Jaguars,Linebacker,ACC
Miami,Sheldrick Redwine,Cleveland Browns,Safety,ACC
Miami,Tyree St. Louis,Los Angeles Chargers,Offensive Tackle,ACC
Miami (OH),Nate Becker,Buffalo Bills,Tight End,
Miami (OH),Doug Costin,Jacksonville Jaguars,Defensive Tackle,
Miami (OH),Ben Roethlisberger,Pittsburgh Steelers,Quarterback,
Michigan,Ben Braden,Green Bay Packers,Guard,Big Ten
Michigan,Tom Brady,Tampa Bay Buccaneers,Quarterback,Big Ten
Michigan,Jake Butt,Denver Broncos,Tight End,Big Ten
Michigan,Frank Clark,Kansas City Chiefs,Defensive End,Big Ten
Michigan,Mason Cole,Minnesota Vikings,Center,Big Ten
Michigan,Mike Danna,Kansas City Chiefs,Defensive End,Big Ten
Michigan,Rashan Gary,Green Bay Packers,Linebacker,Big Ten
Michigan,Graham Glasgow,Denver Broncos,Guard,Big Ten
Michigan,Jordan Glasgow,Indianapolis Colts,Linebacker,Big Ten
Michigan,Brandon Graham,Philadelphia Eagles,Defensive End,Big Ten
Michigan,Chad Henne,Kansas City Chiefs,Quarterback,Big Ten
Michigan,Khaleke Hudson,Washington null,Linebacker,Big Ten
Michigan,Maurice Hurst,Las Vegas Raiders,Defensive Tackle,Big Ten
Michigan,Jourdan Lewis,Dallas Cowboys,Cornerback,Big Ten
Michigan,David Long Jr.,Los Angeles Rams,Cornerback,Big Ten
Michigan,Erik Magnuson,Las Vegas Raiders,Center,Big Ten
Michigan,Sean McKeon,Dallas Cowboys,Tight End,Big Ten
Michigan,Josh Metellus,Minnesota Vikings,Safety,Big Ten
Michigan,Bryan Mone,Seattle Seahawks,Defensive Tackle,Big Ten
Michigan,Mike Onwenu,New England Patriots,Guard,Big Ten
Michigan,Donovan Peoples-Jones,Cleveland Browns,Wide Receiver,Big Ten
Michigan,Jabrill Peppers,New York Giants,Safety,Big Ten
Michigan,Jake Rudock,Miami Dolphins,Quarterback,Big Ten
Michigan,Cesar Ruiz,New Orleans Saints,Center,Big Ten
Michigan,Jon Runyan,Green Bay Packers,Guard,Big Ten
Michigan,Brandon Rusnak,Jacksonville Jaguars,Cornerback,Big Ten
Michigan,Michael Schofield,Carolina Panthers,Guard,Big Ten
Michigan,Dymonte Thomas,Denver Broncos,Safety,Big Ten
Michigan,Jarrod Wilson,Jacksonville Jaguars,Safety,Big Ten
Michigan,Chase Winovich,New England Patriots,Defensive End,Big Ten
Michigan,Charles Woodson,Las Vegas Raiders,Safety,Big Ten
Michigan,Chris Wormley,Pittsburgh Steelers,Defensive Tackle,Big Ten
Michigan State,Brian Allen,Los Angeles Rams,Center,Big Ten
Michigan State,Joe Bachie,Philadelphia Eagles,Linebacker,Big Ten
Michigan State,Le'Veon Bell,Kansas City Chiefs,Running Back,Big Ten
Michigan State,Shilique Calhoun,New England Patriots,Linebacker,Big Ten
Michigan State,Garrett Celek,San Francisco 49ers,Tight End,Big Ten
Michigan State,Jack Conklin,Cleveland Browns,Offensive Tackle,Big Ten
Michigan State,Kirk Cousins,Minnesota Vikings,Quarterback,Big Ten
Michigan State,Darqueze Dennard,Atlanta Falcons,Cornerback,Big Ten
Michigan State,William Gholston,Tampa Bay Buccaneers,Defensive End,Big Ten
Michigan State,Joel Heath,Denver Broncos,Defensive Tackle,Big Ten
Michigan State,Brian Hoyer,New England Patriots,Quarterback,Big Ten
Michigan State,Justin Layne,Pittsburgh Steelers,Cornerback,Big Ten
Michigan State,Domata Peko Sr.,Arizona Cardinals,Defensive Tackle,Big Ten
Michigan State,Josiah Scott,Jacksonville Jaguars,Cornerback,Big Ten
Michigan State,Matt Sokol,Los Angeles Chargers,Tight End,Big Ten
Michigan State,Drew Stanton,Tampa Bay Buccaneers,Quarterback,Big Ten
Michigan State,Cody White,Pittsburgh Steelers,Wide Receiver,Big Ten
Michigan State,Raequan Williams,Philadelphia Eagles,Defensive Tackle,Big Ten
Michigan State,Khari Willis,Indianapolis Colts,Safety,Big Ten
Middle Tennessee,Kevin Byard,Tennessee Titans,Safety,
Middle Tennessee,Darius Harris,Kansas City Chiefs,Linebacker,
Middle Tennessee,Richie James,San Francisco 49ers,Wide Receiver,
Middle Tennessee,Jovante Moffatt,Cleveland Browns,Safety,
Middle Tennessee,Tyshun Render,Miami Dolphins,Defensive End,
Middle Tennessee,Charvarius Ward,Kansas City Chiefs,Cornerback,
Midwestern State,Marqui Christian,Chicago Bears,Safety,
Minnesota,Briean Boddy-Calhoun,San Francisco 49ers,Cornerback,Big Ten
Minnesota,De'Vondre Campbell,Arizona Cardinals,Linebacker,Big Ten
Minnesota,Carter Coughlin,New York Giants,Linebacker,Big Ten
Minnesota,Ra'Shede Hageman,Atlanta Falcons,Defensive Tackle,Big Ten
Minnesota,Tyler Johnson,Tampa Bay Buccaneers,Wide Receiver,Big Ten
Minnesota,Kamal Martin,Green Bay Packers,Linebacker,Big Ten
Minnesota,Ryan Santoso,New York Giants,Punter,Big Ten
Minnesota,Rodney Smith,Carolina Panthers,Running Back,Big Ten
Minnesota,Maxx Williams,Arizona Cardinals,Tight End,Big Ten
Minnesota,Chris Williamson,Atlanta Falcons,Cornerback,Big Ten
Minnesota,Damien Wilson,Kansas City Chiefs,Linebacker,Big Ten
Minnesota,Antoine Winfield Jr.,Tampa Bay Buccaneers,Safety,Big Ten
Minnesota State,Chris Reed,Carolina Panthers,Guard,
Minnesota State,Adam Thielen,Minnesota Vikings,Wide Receiver,
Mississippi State,Johnathan Abram,Las Vegas Raiders,Safety,SEC
Mississippi State,Denico Autry,Tennessee Titans,Defensive End,SEC
Mississippi State,Hunter Bradley,Green Bay Packers,Long Snapper,SEC
Mississippi State,Shaq Calhoun,Arizona Cardinals,Guard,SEC
Mississippi State,Tommy Champion,Seattle Seahawks,Offensive Tackle,SEC
Mississippi State,Brian Cole II,Miami Dolphins,Safety,SEC
Mississippi State,Logan Cooke,Jacksonville Jaguars,Punter,SEC
Mississippi State,Fletcher Cox,Philadelphia Eagles,Defensive Tackle,SEC
Mississippi State,Cameron Dantzler,Minnesota Vikings,Cornerback,SEC
Mississippi State,J.T. Gray,New Orleans Saints,Safety,SEC
Mississippi State,Gerri Green,Las Vegas Raiders,Defensive End,SEC
Mississippi State,Farrod Green,Indianapolis Colts,Tight End,SEC
Mississippi State,Braxton Hoyett,Baltimore Ravens,Defensive Tackle,SEC
Mississippi State,Gabe Jackson,Seattle Seahawks,Guard,SEC
Mississippi State,Elgton Jenkins,Green Bay Packers,Guard,SEC
Mississippi State,Chris Jones,Kansas City Chiefs,Defensive Tackle,SEC
Mississippi State,Benardrick McKinney,Miami Dolphins,Linebacker,SEC
Mississippi State,Pernell McPhee,Baltimore Ravens,Linebacker,SEC
Mississippi State,Tyre Phillips,Baltimore Ravens,Guard,SEC
Mississippi State,Martinas Rankin,Kansas City Chiefs,Offensive Tackle,SEC
Mississippi State,Will Redmond,Green Bay Packers,Safety,SEC
Mississippi State,Chauncey Rivers,Baltimore Ravens,Linebacker,SEC
Mississippi State,Jeffery Simmons,Tennessee Titans,Defensive Tackle,SEC
Mississippi State,Darius Slay,Philadelphia Eagles,Cornerback,SEC
Mississippi State,Preston Smith,Green Bay Packers,Linebacker,SEC
Mississippi State,Tommy Stevens,Carolina Panthers,Quarterback,SEC
Mississippi State,Montez Sweat,Washington null,Defensive End,SEC
Mississippi State,Cory Thomas,Miami Dolphins,Defensive Tackle,SEC
Mississippi State,Jordan Thomas,Indianapolis Colts,Tight End,SEC
Mississippi State,K.J. Wright,Seattle Seahawks,Linebacker,SEC
Mississippi State,Isaiah Zuber,New England Patriots,Wide Receiver,SEC
Mississippi Valley State,Bryant Jones,Los Angeles Rams,Defensive Tackle,
Missouri,DeMarkus Acy,Washington null,Cornerback,SEC
Missouri,Paul Adams,Tennessee Titans,Offensive Tackle,SEC
Missouri,Kendall Blanton,Los Angeles Rams,Tight End,SEC
Missouri,Justin Britt,Houston Texans,Center,SEC
Missouri,Trystan Colon-Castillo,Baltimore Ravens,Center,SEC
Missouri,Damarea Crockett,Denver Broncos,Running Back,SEC
Missouri,Sean Culkin,Kansas City Chiefs,Tight End,SEC
Missouri,Yasir Durant,Kansas City Chiefs,Offensive Tackle,SEC
Missouri,Jordan Elliott,Cleveland Browns,Defensive Tackle,SEC
Missouri,Blaine Gabbert,Tampa Bay Buccaneers,Quarterback,SEC
Missouri,Cale Garrett,New York Giants,Linebacker,SEC
Missouri,Markus Golden,Arizona Cardinals,Linebacker,SEC
Missouri,Terez Hall,New England Patriots,Linebacker,SEC
Missouri,Charles Harris,Detroit Lions,Defensive End,SEC
Missouri,Drew Lock,Denver Broncos,Quarterback,SEC
Missouri,Tucker McCann,Tennessee Titans,Place kicker,SEC
Missouri,Connor McGovern,New York Jets,Center,SEC
Missouri,Mitch Morse,Buffalo Bills,Center,SEC
Missouri,Walter Palmore,Dallas Cowboys,Defensive Tackle,SEC
Missouri,Sheldon Richardson,Cleveland Browns,Defensive Tackle,SEC
Missouri,Aldon Smith,Dallas Cowboys,Defensive End,SEC
Missouri,Tre'Vour Wallace-Simms,Jacksonville Jaguars,Guard,SEC
Missouri S&T,Tershawn Wharton,Kansas City Chiefs,Defensive Tackle,
Missouri Southern State,Brandon Williams,Baltimore Ravens,Defensive Tackle,
Missouri Western,Joe Horn Jr.,Baltimore Ravens,Wide Receiver,
Missouri Western,Jonathan Owens,Houston Texans,Safety,
Missouri Western,Greg Zuerlein,Dallas Cowboys,Place kicker,
Monmouth,Jake Powell,New York Giants,Tight End,
Monmouth (IL),Alex Tanney,New York Giants,Quarterback,
Montana State,Alex Singleton,Philadelphia Eagles,Linebacker,
Morgan State,Manasseh Bailey,New York Jets,Wide Receiver,
Morgan State,Joshua Miles,Arizona Cardinals,Offensive Tackle,
Murray State,Quincy Williams,Jacksonville Jaguars,Linebacker,
Navy,Joe Cardona,New England Patriots,Long Snapper,
Navy,Malcolm Perry,Miami Dolphins,Running Back,
Navy,Paul Quessenberry,Houston Texans,Tight End,
NC State,Garrett Bradbury,Minnesota Vikings,Center,
NC State,Jacoby Brissett,Miami Dolphins,Quarterback,
NC State,Juston Burris,Carolina Panthers,Safety,
NC State,Bradley Chubb,Denver Broncos,Linebacker,
NC State,AJ Cole,Las Vegas Raiders,Punter,
NC State,Ryan Finley,Houston Texans,Quarterback,
NC State,Mike Glennon,New York Giants,Quarterback,
NC State,B.J. Hill,New York Giants,Defensive Tackle,
NC State,Nyheim Hines,Indianapolis Colts,Running Back,
NC State,Dontae Johnson,San Francisco 49ers,Cornerback,
NC State,Josh Jones,Jacksonville Jaguars,Safety,
NC State,Justin Jones,Los Angeles Chargers,Defensive Tackle,
NC State,Ted Larsen,Tampa Bay Buccaneers,Guard,
NC State,Stephen Louis,Houston Texans,Wide Receiver,
NC State,T.Y. McGill,Philadelphia Eagles,Defensive Tackle,
NC State,Jakobi Meyers,New England Patriots,Wide Receiver,
NC State,Larrell Murchison,Tennessee Titans,Defensive Tackle,
NC State,Germaine Pratt,Cincinnati Bengals,Linebacker,
NC State,Will Richardson Jr.,Jacksonville Jaguars,Offensive Tackle,
NC State,Philip Rivers,Indianapolis Colts,Quarterback,
NC State,Jaylen Samuels,Pittsburgh Steelers,Running Back,
NC State,James Smith-Williams,Washington null,Defensive End,
NC State,Kentavius Street,San Francisco 49ers,Defensive End,
NC State,J.R. Sweezy,Arizona Cardinals,Guard,
NC State,Joe Thuney,Kansas City Chiefs,Guard,
Nebraska,Ameer Abdullah,Minnesota Vikings,Running Back,Big Ten
Nebraska,Freedom Akinmoladun,Cincinnati Bengals,Defensive Tackle,Big Ten
Nebraska,Cethan Carter,Miami Dolphins,Tight End,Big Ten
Nebraska,Maliek Collins,Houston Texans,Defensive Tackle,Big Ten
Nebraska,Will Compton,Tennessee Titans,Linebacker,Big Ten
Nebraska,Darrion Daniels,San Francisco 49ers,Defensive Tackle,Big Ten
Nebraska,Lavonte David,Tampa Bay Buccaneers,Linebacker,Big Ten
Nebraska,Carlos Davis,Pittsburgh Steelers,Defensive Tackle,Big Ten
Nebraska,Khalil Davis,Tampa Bay Buccaneers,Defensive Tackle,Big Ten
Nebraska,Jerald Foster,Washington null,Guard,Big Ten
Nebraska,Nick Gates,New York Giants,Guard,Big Ten
Nebraska,Nathan Gerry,San Francisco 49ers,Linebacker,Big Ten
Nebraska,Luke Gifford,Dallas Cowboys,Linebacker,Big Ten
Nebraska,Randy Gregory,Dallas Cowboys,Defensive End,Big Ten
Nebraska,Richie Incognito,Las Vegas Raiders,Guard,Big Ten
Nebraska,Lamar Jackson,New York Jets,Cornerback,Big Ten
Nebraska,Andy Janovich,Cleveland Browns,Fullback,Big Ten
Nebraska,Chris Jones,Minnesota Vikings,Cornerback,Big Ten
Nebraska,Joshua Kalu,Tennessee Titans,Cornerback,Big Ten
Nebraska,Sam Koch,Baltimore Ravens,Punter,Big Ten
Nebraska,Stanley Morgan,Cincinnati Bengals,Wide Receiver,Big Ten
Nebraska,Devine Ozigbo,Jacksonville Jaguars,Running Back,Big Ten
Nebraska,Ndamukong Suh,Tampa Bay Buccaneers,Defensive Tackle,Big Ten
Nebraska,Dedrick Young II,Cleveland Browns,Linebacker,Big Ten
Nevada,Joel Bitonio,Cleveland Browns,Guard,
Nevada,Austin Corbett,Los Angeles Rams,Center,
Nevada,Malik Reed,Denver Broncos,Linebacker,
New Mexico,Corey Bojorquez,Buffalo Bills,Punter,
New Mexico,D'Angelo Ross,New England Patriots,Cornerback,
New Mexico,Jason Sanders,Miami Dolphins,Place kicker,
New Mexico State,Jason Huntley,Philadelphia Eagles,Running Back,
New Mexico State,Winston Rose,Cincinnati Bengals,Cornerback,
Newberry,Edmond Robinson,Atlanta Falcons,Linebacker,
Norfolk State,Bobby Price,Detroit Lions,Safety,
North Alabama,Janoris Jenkins,Tennessee Titans,Cornerback,
North Carolina,Jake Bargas,Minnesota Vikings,Fullback,ACC
North Carolina,Giovani Bernard,Cincinnati Bengals,Running Back,ACC
North Carolina,Aaron Crawford,Baltimore Ravens,Defensive Tackle,ACC
North Carolina,Eric Ebron,Pittsburgh Steelers,Tight End,ACC
North Carolina,Charlie Heck,Houston Texans,Offensive Tackle,ACC
North Carolina,Cole Holcomb,Washington null,Linebacker,ACC
North Carolina,Mack Hollins,Miami Dolphins,Wide Receiver,ACC
North Carolina,James Hurst,New Orleans Saints,Offensive Tackle,ACC
North Carolina,Austin Proehl,San Francisco 49ers,Wide Receiver,ACC
North Carolina,Robert Quinn,Chicago Bears,Linebacker,ACC
North Carolina,Andre Smith,Buffalo Bills,Linebacker,ACC
North Carolina,M.J. Stewart Jr.,Cleveland Browns,Cornerback,ACC
North Carolina,Jason Strowbridge,Miami Dolphins,Defensive End,ACC
North Carolina,William Sweet,Dallas Cowboys,Offensive Tackle,ACC
North Carolina,Ryan Switzer,Cleveland Browns,Wide Receiver,ACC
North Carolina,Mitchell Trubisky,Buffalo Bills,Quarterback,ACC
North Carolina,Sylvester Williams,Denver Broncos,Defensive Tackle,ACC
North Carolina,Antonio Williams,Buffalo Bills,Running Back,ACC
North Carolina A&T,Brad Holmes,null Unknown,Unknown,
North Carolina A&T,Darryl Johnson,Buffalo Bills,Defensive End,
North Carolina A&T,Brandon Parker,Las Vegas Raiders,Offensive Tackle,
North Carolina Central,Ryan Smith,Tampa Bay Buccaneers,Cornerback,
North Dakota State,Chris Board,Baltimore Ravens,Linebacker,
North Dakota State,Kyle Emanuel,Houston Texans,Linebacker,
North Dakota State,Joe Haeg,Tampa Bay Buccaneers,Offensive Tackle,
North Dakota State,Zack Johnson,Green Bay Packers,Guard,
North Dakota State,Easton Stick,Los Angeles Chargers,Quarterback,
North Dakota State,Billy Turner,Green Bay Packers,Guard,
North Dakota State,Derrek Tuszka,Denver Broncos,Linebacker,
North Dakota State,Carson Wentz,Indianapolis Colts,Quarterback,
North Texas,E.J. Ejiya,Baltimore Ravens,Linebacker,
North Texas,Jalen Guyton,Los Angeles Chargers,Wide Receiver,
North Texas,Kemon Hall,Dallas Cowboys,Cornerback,
North Texas,LaDarius Hamilton,Dallas Cowboys,Defensive End,
North Texas,Cole Hedlund,Indianapolis Colts,Place kicker,
North Texas,Riley Mayfield,Philadelphia Eagles,Offensive Tackle,
North Texas,Craig Robertson,New Orleans Saints,Linebacker,
North Texas,Jeff Wilson Jr.,San Francisco 49ers,Running Back,
Northern Colorado,Jacob Bobenmoyer,Denver Broncos,Long Snapper,
Northern Colorado,Kyle Sloter,Las Vegas Raiders,Quarterback,
Northern Illinois,Chad Beebe,Minnesota Vikings,Wide Receiver,
Northern Illinois,Christian Blake,Atlanta Falcons,Wide Receiver,
Northern Illinois,Josh Corcoran,Los Angeles Chargers,Linebacker,
Northern Illinois,Kenny Golladay,New York Giants,Wide Receiver,
Northern Illinois,Max Scharping,Houston Texans,Offensive Tackle,
Northern Illinois,Jordan Steckler,Houston Texans,Offensive Tackle,
Northern Illinois,Jimmie Ward,San Francisco 49ers,Cornerback,
Northern Iowa,Elijah Campbell,New York Jets,Safety,
Northern Iowa,L.J. Fort,Baltimore Ravens,Linebacker,
Northern Iowa,David Johnson,Houston Texans,Running Back,
Northern Iowa,Xavier Williams,Cincinnati Bengals,Defensive Tackle,
Northwest Missouri State,Shawn Bane,Atlanta Falcons,Wide Receiver,
Northwest Missouri State,Josh Caldwell,Chicago Bears,Running Back,
Northwestern,Ibraheim Campbell,Indianapolis Colts,Safety,Big Ten
Northwestern,Tommy Doles,Chicago Bears,Offensive Tackle,Big Ten
Northwestern,Joe Gaziano,Los Angeles Chargers,Defensive End,Big Ten
Northwestern,Nate Hall,Houston Texans,Linebacker,Big Ten
Northwestern,Blake Hance,Cleveland Browns,Guard,Big Ten
Northwestern,Montre Hartage,New York Giants,Cornerback,Big Ten
Northwestern,Godwin Igwebuike,Detroit Lions,Safety,Big Ten
Northwestern,Justin Jackson,Los Angeles Chargers,Running Back,Big Ten
Northwestern,Joe Jones,Denver Broncos,Linebacker,Big Ten
Northwestern,Tyler Lancaster,Green Bay Packers,Defensive Tackle,Big Ten
Northwestern,Dean Lowry,Green Bay Packers,Defensive End,Big Ten
Northwestern,Sherrick McManis,Chicago Bears,Safety,Big Ten
Northwestern,Hunter Niswander,Dallas Cowboys,Punter,Big Ten
Northwestern,Ifeadi Odenigbo,Minnesota Vikings,Defensive End,Big Ten
Northwestern,Jordan Thompson,San Francisco 49ers,Defensive Tackle,Big Ten
Northwestern,Clayton Thorson,New York Giants,Quarterback,Big Ten
Northwestern,Anthony Walker,Cleveland Browns,Linebacker,Big Ten
Northwestern (IA),Jonathan Hubbard,Miami Dolphins,Offensive Tackle,
Notre Dame,Josh Adams,New York Jets,Running Back,
Notre Dame,Alex Bars,Chicago Bears,Guard,
Notre Dame,Asmar Bilal,Las Vegas Raiders,Linebacker,
Notre Dame,Miles Boykin,Baltimore Ravens,Wide Receiver,
Notre Dame,Chase Claypool,Pittsburgh Steelers,Wide Receiver,
Notre Dame,Tyler Eifert,Jacksonville Jaguars,Tight End,
Notre Dame,Jalen Elliott,Detroit Lions,Safety,
Notre Dame,Matthias Farley,New York Jets,Safety,
Notre Dame,Will Fuller V,Miami Dolphins,Wide Receiver,
Notre Dame,Alohi Gilman,Los Angeles Chargers,Safety,
Notre Dame,J.J. Jansen,Carolina Panthers,Long Snapper,
Notre Dame,Jarron Jones,Pittsburgh Steelers,Offensive Tackle,
Notre Dame,Khalid Kareem,Cincinnati Bengals,Defensive End,
Notre Dame,DeShone Kizer,Tennessee Titans,Quarterback,
Notre Dame,Cole Kmet,Chicago Bears,Tight End,
Notre Dame,Julian Love,New York Giants,Cornerback,
Notre Dame,Cole Luke,Washington null,Cornerback,
Notre Dame,Alize Mack,Detroit Lions,Tight End,
Notre Dame,Zack Martin,Dallas Cowboys,Guard,
Notre Dame,Nick Martin,Las Vegas Raiders,Center,
Notre Dame,Mike McGlinchey,San Francisco 49ers,Offensive Tackle,
Notre Dame,Sam Mustipher,Chicago Bears,Center,
Notre Dame,Quenton Nelson,Indianapolis Colts,Guard,
Notre Dame,Romeo Okwara,Detroit Lions,Defensive End,
Notre Dame,Julian Okwara,Detroit Lions,Defensive End,
Notre Dame,James Onwualu,Las Vegas Raiders,Linebacker,
Notre Dame,Theo Riddick,Las Vegas Raiders,Running Back,
Notre Dame,Isaac Rochell,Los Angeles Chargers,Defensive End,
Notre Dame,Kyle Rudolph,New York Giants,Tight End,
Notre Dame,KeiVarae Russell,Green Bay Packers,Cornerback,
Notre Dame,Harrison Smith,Minnesota Vikings,Safety,
Notre Dame,Jaylon Smith,Dallas Cowboys,Linebacker,
Notre Dame,Durham Smythe,Miami Dolphins,Tight End,
Notre Dame,Equanimeous St. Brown,Green Bay Packers,Wide Receiver,
Notre Dame,Manti Te'o,Chicago Bears,Linebacker,
Notre Dame,Jerry Tillery,Los Angeles Chargers,Defensive Tackle,
Notre Dame,Stephon Tuitt,Pittsburgh Steelers,Defensive End,
Notre Dame,Dexter Williams,Green Bay Packers,Running Back,
Notre Dame,Sam Young,Las Vegas Raiders,Offensive Tackle,
Ohio,Tarell Basham,New York Jets,Linebacker,
Ohio,T.J. Carrie,Indianapolis Colts,Cornerback,
Ohio,Joe Lowery,Chicago Bears,Offensive Tackle,
Ohio,A.J. Ouellette,Cleveland Browns,Running Back,
Ohio,Austen Pleasants,Jacksonville Jaguars,Offensive Tackle,
Ohio State,Eli Apple,Cincinnati Bengals,Cornerback,Big Ten
Ohio State,Damon Arnette,Las Vegas Raiders,Cornerback,Big Ten
Ohio State,Jerome Baker,Miami Dolphins,Linebacker,Big Ten
Ohio State,Marcus Baugh,Washington null,Tight End,Big Ten
Ohio State,Vonn Bell,Cincinnati Bengals,Safety,Big Ten
Ohio State,Rashod Berry,New England Patriots,Tight End,Big Ten
Ohio State,Joey Bosa,Los Angeles Chargers,Defensive End,Big Ten
Ohio State,Branden Bowen,Arizona Cardinals,Offensive Lineman,Big Ten
Ohio State,Noah Brown,Dallas Cowboys,Wide Receiver,Big Ten
Ohio State,Taylor Decker,Detroit Lions,Offensive Tackle,Big Ten
Ohio State,J.K. Dobbins,Baltimore Ravens,Running Back,Big Ten
Ohio State,Nate Ebner,New York Giants,Safety,Big Ten
Ohio State,Pat Elflein,Carolina Panthers,Guard,Big Ten
Ohio State,Ezekiel Elliott,Dallas Cowboys,Running Back,Big Ten
Ohio State,Jordan Fuller,Los Angeles Rams,Safety,Big Ten
Ohio State,Johnathan Hankins,Las Vegas Raiders,Defensive Tackle,Big Ten
Ohio State,Malik Harrison,Baltimore Ravens,Linebacker,Big Ten
Ohio State,Dwayne Haskins Jr.,Pittsburgh Steelers,Quarterback,Big Ten
Ohio State,Cameron Heyward,Pittsburgh Steelers,Defensive Tackle,Big Ten
Ohio State,KJ Hill Jr.,Los Angeles Chargers,Wide Receiver,Big Ten
Ohio State,Jalyn Holmes,Minnesota Vikings,Defensive End,Big Ten
Ohio State,Sam Hubbard,Cincinnati Bengals,Defensive End,Big Ten
Ohio State,Carlos Hyde,Jacksonville Jaguars,Running Back,Big Ten
Ohio State,Jonah Jackson,Detroit Lions,Guard,Big Ten
Ohio State,Malcolm Jenkins,New Orleans Saints,Safety,Big Ten
Ohio State,Cameron Johnston,Philadelphia Eagles,Punter,Big Ten
Ohio State,Dre'Mont Jones,Denver Broncos,Defensive End,Big Ten
Ohio State,Michael Jordan,Cincinnati Bengals,Guard,Big Ten
Ohio State,Marshon Lattimore,New Orleans Saints,Cornerback,Big Ten
